"number"|"type"|"state"|"u_change_outcome"|"u_approval_requested"|"approval"|"short_description"|"description"|"assignment_group"|"cmdb_ci"|"u_request_window_exception"|"start_date"|"end_date"|"work_start"|"work_end"|"risk"|"u_user_impact"|"u_technical_impact"
"CHG0045132"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"Add 68.181.55.0/24 to export rule on UPC-BFW"|"Add 68.181.55.0/24 to export rule on UPC-BFW in order to support more specific internet routing."|"Firewall Services"|"cal-7050A-bfw"|"False"|"1/27/2021 22:00"|"1/27/2021 22:30"|""|""|"Low"|"If routing change requested by customer, customer may see their routes moving from one path to another.  Traceroutes may be altered.  If implemented by Los Nettos engineering to improve performance, users might also see changes to their typical traceroutes."|"It is possible that after tweaking the route announcement, the desired result was not achieved, and then the change would be backed out. If however, the change is successful, traffic distribution will be improved."
"CHG0045121"|"Standard"|"Implemented � Successful"|"Implemented � Successful"|""|"Approved"|"Lab software license renewal  (File-based update) - MATLAB"|"This procedure is performed at least 1X each year for numerous lab software packages when we upgrade to a more current version or to update existing licenses to prevent their expiration.
 Often, licenses must be issued with little lead time, forcing us to utilize an emergency change or delay the change until the next CAB meeting. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either.
"|"Endpoint Engineering"|"ics-lic2.ics"|"False"|"1/27/2021 22:00"|"1/27/2021 23:00"|""|""|"Low"|"Users will continue to be able to use the software without interruption if this change is made in a timely fashion. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either."|"This change will not have any impact on the server or infrastructure."
"CHG0045105"|"Normal"|"Closed"|"Implemented � Successful"|"1/22/2021 17:16"|"Approved"|"ITS Arista switch upgrade at ISI Building"|"At ISI Marina Del Ray, ITS has an Arista switch providing service to ISI (for their Colocation) , LONI Group and to ICT. Switch is out of compliance long time ago and needs software upgrade.

All the groups have give approvals (Eileen @ISI, Grace@LONI)

Switch software will be upgraded to 4.24.4M


Join Zoom Meeting 

Phone one-tap: 	US: +16699006833,,96859313933# or +13462487799,,96859313933# 

Meeting URL: 	https://usc.zoom.us/j/96859313933?pwd=RDBLcHVMblpZMDJUN0d6MUhOWGl6Zz09&from=addon 

Meeting ID: 	968 5931 3933
Passcode:	194887
"|"Network Engineering"|"isired7280usc1"|"True"|"1/27/2021 18:00"|"1/27/2021 19:00"|"1/27/2021 18:45"|"1/27/2021 18:57"|"Medium"|"Service outage for about 10 minutes"|"Switch will be in compliance with the latest software from Arista."
"CHG0045130"|"Emergency"|"Cancelled"|""|""|"Cancelled"|"CAL-SW-DB01-NPM Server SQL: Database file is running low on space on Node: CAL-SW-DB01-NPM - Maintenance outage to correct"|"CAL-SW-DB01-NPM Server SQL: Database file is running low on space on Node: CAL-SW-DB01-NPM - Maintenance outage to correct"|"Database Administrators"|"SolarWinds"|"False"|"1/27/2021 17:00"|"1/27/2021 23:59"|""|""|"Low"|"Monitoring services are not available and all users who use the tool. It's just internal application No User Impact"|"Solarwinds services take information from this host CAL-SW-DB01-NPM, so these hosts CAL-SW-APS-01,CAL-SW-APS-02,CAL-SW-APS-03,CAL-SW-DB01-NPM,CAL-SW-DB01-NTA,CAL-SW-DB02-NPM,cal-sw-db02-nta,CAL-SW-EXTWEB-01,cal-sw-intweb-1,CAL-SW-INTWEB-2,CAL-SW-MPS-01,CAL-SW-MPS-02,CAL-SWSM-APS-01,CAL-SWSM-APS-02,HSC-SW-APS-01,HSC-SW-APS-02,HSC-SWSM-APS-01,HSC-SWSM-APS-02,nrt-sw-aps-01,nrt-sw-aps-02 will be affected during this change."
"CHG0045133"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"Add/modify/remove VLANS to/from USC network devices"|"Adding, modifying and removing vlans is a requirement for business needs of the university and for the various schools which USC ITS supports.  These network needs can include growth, security,  redundancy, legacy environment removal and other  current events."|"Network Engineering"|"cal-7280-hpcc1"|"False"|"1/27/2021 14:00"|"1/27/2021 14:15"|"1/27/2021 13:45"|"1/27/2021 13:57"|"Low"|"Vlan  _______ added/modified/removed for network device(s) _____________ , no network outage required"|"Vlan  _______ configuration completed to enable/modify/remove for network device(s) _____________, no network outage required"
"CHG0045046"|"Normal"|"Closed"|"Implemented � Successful"|"1/12/2021 10:31"|"Approved"|"Onboarding of USC Visual History Institute (VHI) and USC Digital Repository (DigiRep, DR) Active Directory (AD) domains onto MyAccess"|"1.Password synchronization setup for the VHI AD ,DigiRep AD and FMS AD.
2.GDS uscEntryDeactivationDate update
3. SU Account Creation Enhancement
4.School of Pharmacy Day 365 Action Update"|"IAM Operations MSP"|"MyAccess"|"False"|"1/27/2021 1:00"|"1/27/2021 3:00"|"1/27/2021 1:00"|"1/27/2021 2:45"|"Medium"|"Users in the VHI ADand DigiRep AD system will be able to login to their AD workstations with their enterprise password. "|"1.The central MyAccess system and the VHI and DigiRep Active Directory systems will be linked for password synchronization.
2.GDS uscEntryDeactivationDate update --
Update will remove the GDS Records older than 2010 from  MyAccess."
"CHG0045087"|"Standard"|"Closed"|""|""|"Not Requested"|"HPE Firmware Upgrade in Building Floor switches - CTV | CSA Building"|"The HPE floor switches in the campus buildings are running older software code which is prune to general system and security levels bugs.

The firmware upgrade will be done on all the HPE floor switches in the Building.

The floor switches will be offline between 5-7 mins during the time of the upgrade hence this upgrade can happen only when we receive approval from the building owners.

CTV-5412-FL1 | CSA-5412-FL1

Zoom Link: https://usc.zoom.us/j/99994445676?pwd=QzdCUGxudEVDMis4OTJhSjJMWTJJdz09"|"ITS OC"|"CTV-5412-FL1"|"False"|"1/25/2021 22:00"|"1/26/2021 2:00"|"1/25/2021 22:01"|"1/25/2021 22:17"|"Low"|"Brief interruption of 5-7mins. Approval email for the maintenance window needs to be attached with the standard change"|"The upgrade will addresses a number of security and system level stability bugs."
"CHG0045113"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"Add, Delete or Modify an access privilege to provide security controls on the Los Nettos network"|"remove 128.125.0.0/16."|"Los Nettos"|"owbred7280ln1"|"False"|"1/25/2021 14:46"|"1/25/2021 15:45"|""|""|"Low"|"Users/Customers will not be able to access services they were not supposed to access."|"Improved network security."
"CHG0045109"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"Stretch KSOM vlans (682,683,684) to datacenter leafs (cal-7280-dl1/2, cal-7050-dl3/4, cal-7050-dl7/8 )"|"Stretch KSOM vlans (682,683,684) to datacenter leafs (cal-7280-dl1/2, cal-7050-dl3/4, cal-7050-dl7/8 )

Refer TASK0226273 for details."|"Network Engineering"|"cal-7280-dl1"|"False"|"1/25/2021 14:45"|"1/25/2021 15:45"|"1/25/2021 14:46"|"1/25/2021 14:55"|"Low"|"No user impact. "|"availability of KSOM colo vlans in DC."
"CHG0045090"|"Standard"|"Pending"|""|""|"Not Requested"|"USC_IAM_MSP_Sailpoint_Servers_Patching_Activity_January_2021"|"Patching Sailpoint servers during maintenance windows with appropriate notification . Patching will be done in batches so that other batch of servers are available for users to reduce the down time."|"IAM Operations MSP"|"MyAccess"|"False"|"1/23/2021 5:00"|"1/23/2021 14:00"|""|""|"Low"|"No impact"|"Rolling Restart - No impact"
"CHG0045082"|"Standard"|"Implemented � Successful"|"Implemented � Successful"|""|"Approved"|"Monthly Patching of Operating System of all Single-Sign-On servers."|"The following NextGen SSO Servers in AWS will be patched by Deloitte Cloud Managed Service Team.

1) aws-fram-app1.usc.edu
2) aws-frds-app1.usc.edu
3) aws-froud-app1.usc.edu
4) aws-fram-app2.usc.edu
5) aws-frds-app2.usc.edu
6) aws-froud-app2.usc.edu

This is a monthly patching. 

AWS SSM Patch Manager will be used to apply patches."|"Identity Management"|"Shibboleth Sign On"|"False"|"1/23/2021 5:00"|"1/23/2021 16:00"|"1/23/2021 6:00"|"1/23/2021 9:30"|"Low"|"Very few users (less than 1 %) while trying to log into a Shibboleth service might receive an error while the servers are restarting for a brief moment. In such a case, they will have to retry their login attempt."|"Packages in the following servers will be updated.
1) aws-fram-app1.usc.edu
2) aws-frds-app1.usc.edu
3) aws-froud-app1.usc.edu
4) aws-fram-app2.usc.edu
5) aws-frds-app2.usc.edu
6) aws-froud-app2.usc.edu"
"CHG0045106"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"Firewall policy change - change object from subnet to fqdn"|"Src net/IP: sis-dev
Dst net/IP: advise-dev.provost.usc.edu
Dst service/port: 22"|"Firewall Services"|"cal-7030e-dfw1"|"False"|"1/23/2021 4:00"|"1/23/2021 6:00"|""|""|"Low"|"Users and/or systems will have new/no/modified access to systems and services."|"A new rule will be added to a firewall."
"CHG0045081"|"Standard"|"Closed"|"Implemented � Successful"|""|"Not Requested"|"HPE Firmware Upgrade in Building Floor switches - COH Building"|"The HPE floor switches in the campus buildings are running older software code which is prune to general system and security levels bugs.

The firmware upgrade will be done on all the HPE floor switches in the Building.

The floor switches will be offline between 5-7 mins during the time of the upgrade hence this upgrade can happen only when we receive approval from the building owners.

COH-3810-FL1"|"ITS OC"|"COH-3810-FL1"|"False"|"1/22/2021 22:00"|"1/23/2021 2:00"|"1/22/2021 22:49"|"1/22/2021 23:00"|"Low"|"Brief interruption of 5-7mins. Approval email for the maintenance window needs to be attached with the standard change"|"The upgrade will addresses a number of security and system level stability bugs."
"CHG0045089"|"Standard"|"Closed"|""|""|"Not Requested"|"HPE Firmware Upgrade in Building Floor switches - COL Building"|"The HPE floor switches in the campus buildings are running older software code which is prune to general system and security levels bugs.

The firmware upgrade will be done on all the HPE floor switches in the Building.

The floor switches will be offline between 5-7 mins during the time of the upgrade hence this upgrade can happen only when we receive approval from the building owners.

COL-5406-FL6

Join Zoom Meeting

https://usc.zoom.us/j/96033367376?pwd=dWI2N1BrNmEwa1U2ZkY0WnU4WXlGdz09"|"ITS OC"|"COL-5406-FL6"|"False"|"1/22/2021 22:00"|"1/23/2021 2:00"|"1/22/2021 22:15"|"1/22/2021 22:39"|"Low"|"Brief interruption of 5-7mins. Approval email for the maintenance window needs to be attached with the standard change"|"The upgrade will addresses a number of security and system level stability bugs."
"CHG0045088"|"Standard"|"Closed"|"Implemented � Successful"|""|"Not Requested"|"HPE Firmware Upgrade in Building Floor switches - DDD Building"|"The HPE floor switches in the campus buildings are running older software code which is prune to general system and security levels bugs.

The firmware upgrade will be done on all the HPE floor switches in the Building.

The floor switches will be offline between 5-7 mins during the time of the upgrade hence this upgrade can happen only when we receive approval from the building owners.

DDD-3810-FL12

Join Zoom Meeting

https://usc.zoom.us/j/92855459083?pwd=RzNUdXFhVGxYbWtuN1BwbkJvOTAzdz09"|"ITS OC"|"DDD-3810-FL12"|"False"|"1/22/2021 22:00"|"1/23/2021 14:00"|"1/22/2021 22:35"|"1/22/2021 22:49"|"Low"|"Brief interruption of 5-7mins. Approval email for the maintenance window needs to be attached with the standard change"|"The upgrade will addresses a number of security and system level stability bugs."
"CHG0045085"|"Normal"|"Pending"|""|"1/21/2021 13:27"|"Rejected"|"Cognos 11 Deployment "|"Upgrade to Cognos Analytics 11.1.7 (released in July, 2020) to remain in compliance. Limited disruption to the Finance user community (already immersed in the WD project) Offers the same functionality available in Cognos 10, with improved user experience Make new features and capabilities available based on user interests"|"Data Integration"|"COGNOS"|"True"|"1/22/2021 16:00"|"1/22/2021 17:00"|""|""|"Medium"|"1. A fraction of the 3,600+ Cognos 10 super users have been communicated with and trained directly as they will be the most impacted by the change to a new version of Cognos - new user experience learning curve, but training has been in progress to make up for this
2. Non-super users have no need to access the Cognos admin, there is no need "|"1. New version of Cognos
2. New virtual machines
3. All existing Cognos 10 links repointed"
